id,invoice_id,tanggal_transaksi,customer_id,nama_pelanggan,jenis_kelamin,umur_pelanggan,product_id,quantity,jenis_pembayaran,jenis_pesanan,nama_produk,kategori_produk,jenis_produk,harga_produk,total_penjualan,tipe_pembayaran,diskon,total_pembayaran
160,160,3/19/22,68,Putri Lestari,F,27,10,2,QRIS-SHOPEEPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
161,161,7/24/22,34,Indah Kurnia,F,26,16,1,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
162,162,1/29/22,47,Hendra Prabowo,M,42,16,1,QRIS-OVO,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
163,163,6/7/22,97,Imam Susanto,M,29,3,2,QRIS-SHOPEEPAY,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
164,164,2/5/22,23,Ridwan Santoso,M,33,14,3,CASH,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,CASH,0,36000
165,165,5/31/22,35,Rizky Hartanto,M,37,15,1,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
166,166,7/9/22,55,Dhani Hartanto,M,37,15,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
167,167,7/13/22,5,Agus Setiawan,M,35,14,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
168,168,7/5/22,46,Rita Susanti,F,29,15,2,QRIS-GOPAY,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
169,169,7/28/22,69,Rizki Surya,M,33,12,1,QRIS-OTHERS,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
170,170,3/12/22,72,Eka Wulandari,F,30,12,1,QRIS-OVO,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
171,171,3/23/22,50,Sari Sari,F,22,11,1,QRIS-OTHERS,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,12000,QRIS,600,11400
172,172,3/3/22,57,Feri Susanto,M,29,5,3,QRIS-OVO,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
173,173,8/18/22,51,Rahmat Nugroho,M,38,10,1,QRIS-OVO,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
174,174,4/20/22,16,Susi Indriani,F,32,5,2,QRIS-OTHERS,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
175,175,7/29/22,58,Shinta Aulia,F,23,7,1,QRIS-DANA,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
176,176,2/2/22,87,Ismail Prabowo,M,42,11,1,QRIS-OVO,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,12000,QRIS,600,11400
177,177,2/7/22,6,Rini Susanti,F,29,12,2,QRIS-OVO,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
178,178,8/27/22,95,Aldi Hartanto,M,37,1,2,QRIS-SHOPEEPAY,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
179,179,8/17/22,35,Rizky Hartanto,M,37,15,3,QRIS-GOPAY,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
180,180,6/26/22,18,Lusi Aulia,F,23,10,1,QRIS-DANA,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
181,181,3/3/22,89,Feri Surya,M,33,8,2,QRIS-OVO,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,18000,QRIS,900,17100
182,182,6/1/22,33,Reza Putra,M,34,14,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
183,183,7/30/22,19,Budi Pratama,M,41,12,2,QRIS-GOPAY,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
184,184,1/13/22,1,Andi Wijaya,M,25,1,2,QRIS-OTHERS,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
185,185,7/30/22,65,Edi Setiawan,M,35,6,1,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
186,186,7/29/22,93,Heru Putra,M,34,13,3,QRIS-OVO,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
187,187,5/24/22,84,Ana Rosita,F,24,16,1,QRIS-OVO,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
188,188,1/24/22,72,Eka Wulandari,F,30,3,2,QRIS-DANA,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
189,189,8/14/22,60,Intan Kusuma,F,24,1,1,QRIS-DANA,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,12000,QRIS,600,11400
190,190,3/31/22,97,Imam Susanto,M,29,1,3,QRIS-OTHERS,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
191,191,7/7/22,60,Intan Kusuma,F,24,10,1,QRIS-DANA,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
192,192,6/2/22,26,Ani Susanti,F,29,14,1,QRIS-OTHERS,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
193,193,3/21/22,4,Fitri Ayu,F,24,17,2,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
194,194,1/29/22,96,Lala Indriani,F,32,5,1,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,CASH,0,9000
195,195,2/8/22,22,Erni Rahmawati,F,31,14,2,QRIS-OVO,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
196,196,7/5/22,6,Rini Susanti,F,29,14,1,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
197,197,2/27/22,18,Lusi Aulia,F,23,18,3,QRIS-DANA,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,36000,QRIS,1800,34200
198,198,2/26/22,15,Roni Hartanto,M,37,2,3,QRIS-DANA,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
199,199,7/16/22,20,Desi Kusuma,F,24,8,1,CASH,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,CASH,0,9000
200,200,7/15/22,58,Shinta Aulia,F,23,2,2,QRIS-GOPAY,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,24000,QRIS,1200,22800
201,201,6/6/22,39,Ilham Pratama,M,41,6,3,CASH,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,CASH,0,27000
202,202,8/18/22,12,Yanti Wulandari,F,30,7,2,QRIS-DANA,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
203,203,8/16/22,44,Mira Rosita,F,24,6,1,CASH,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,CASH,0,9000
204,204,6/1/22,56,Devi Indriani,F,32,16,3,CASH,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,CASH,0,36000
205,205,2/16/22,9,Iwan Surya,M,33,13,2,CASH,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,CASH,0,24000
206,206,1/2/22,12,Yanti Wulandari,F,30,11,2,QRIS-GOPAY,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,24000,QRIS,1200,22800
207,207,5/31/22,28,Nur Lestari,F,27,17,3,CASH,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,CASH,0,36000
208,208,7/18/22,32,Dewi Wulandari,F,30,17,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
209,209,1/25/22,78,Sinta Aulia,F,23,10,2,QRIS-OTHERS,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
210,210,8/17/22,16,Susi Indriani,F,32,9,1,QRIS-GOPAY,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,QRIS,450,8550
211,211,7/5/22,48,Wulan Lestari,F,27,10,2,QRIS-GOPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
212,212,8/26/22,29,Doni Surya,M,33,11,3,QRIS-OTHERS,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,36000,QRIS,1800,34200
213,213,6/29/22,21,Guntur Wijaya,M,28,10,3,QRIS-OVO,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
214,214,2/15/22,48,Wulan Lestari,F,27,14,2,QRIS-OVO,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
215,215,2/25/22,15,Roni Hartanto,M,37,12,3,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,36000,QRIS,1800,34200
216,216,2/6/22,29,Doni Surya,M,33,17,1,CASH,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,CASH,0,12000
217,217,8/4/22,30,Vita Sari,F,22,4,3,QRIS-GOPAY,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,QRIS,1350,25650
218,218,7/16/22,51,Rahmat Nugroho,M,38,12,1,QRIS-OTHERS,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
219,219,3/26/22,98,Yuni Aulia,F,23,9,3,QRIS-DANA,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,27000,QRIS,1350,25650
220,220,2/18/22,46,Rita Susanti,F,29,11,3,QRIS-OVO,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,36000,QRIS,1800,34200
221,221,6/19/22,14,Rika Kurnia,F,26,2,1,CASH,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,CASH,0,12000
222,222,4/6/22,18,Lusi Aulia,F,23,14,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
223,223,2/15/22,75,Irvan Hartanto,M,37,14,2,QRIS-OVO,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
224,224,1/7/22,72,Eka Wulandari,F,30,3,2,QRIS-DANA,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
225,225,5/11/22,87,Ismail Prabowo,M,42,8,3,QRIS-GOPAY,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
226,226,6/27/22,16,Susi Indriani,F,32,17,1,QRIS-OTHERS,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
227,227,7/20/22,20,Desi Kusuma,F,24,14,2,QRIS-OVO,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
228,228,8/26/22,32,Dewi Wulandari,F,30,16,1,QRIS-OTHERS,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
229,229,4/29/22,78,Sinta Aulia,F,23,8,1,QRIS-OTHERS,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
230,230,3/20/22,45,Arif Setiawan,M,35,11,2,QRIS-OVO,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,24000,QRIS,1200,22800
231,231,6/9/22,66,Dewi Susanti,F,29,9,2,CASH,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,CASH,0,18000
232,232,1/29/22,50,Sari Sari,F,22,15,2,CASH,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,24000,CASH,0,24000
233,233,3/21/22,2,Ratna Dewi,F,28,5,3,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,CASH,0,27000
234,234,4/29/22,74,Mei Kurnia,F,26,14,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
235,235,6/22/22,72,Eka Wulandari,F,30,12,1,CASH,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,CASH,0,12000
236,236,1/24/22,3,Daniel Santoso,M,31,14,1,QRIS-GOPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
237,237,6/13/22,60,Intan Kusuma,F,24,17,2,QRIS-OTHERS,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
238,238,5/31/22,28,Nur Lestari,F,27,8,3,QRIS-OVO,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
239,239,1/3/22,93,Heru Putra,M,34,2,3,QRIS-GOPAY,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
240,240,1/25/22,74,Mei Kurnia,F,26,5,2,CASH,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,CASH,0,18000
241,241,4/6/22,73,Dwi Putra,M,34,1,1,QRIS-DANA,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,12000,QRIS,600,11400
242,242,2/17/22,66,Dewi Susanti,F,29,2,1,CASH,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,CASH,0,12000
243,243,8/8/22,79,Fahri Pratama,M,41,2,3,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
244,244,3/22/22,80,Niken Kusuma,F,24,12,3,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,36000,QRIS,1800,34200
245,245,4/11/22,74,Mei Kurnia,F,26,5,3,QRIS-GOPAY,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
246,246,2/9/22,12,Yanti Wulandari,F,30,16,1,QRIS-OVO,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
247,247,3/25/22,42,Eni Rahmawati,F,31,16,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
248,248,4/13/22,22,Erni Rahmawati,F,31,15,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
249,249,5/12/22,24,Mila Rosita,F,24,9,2,CASH,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,CASH,0,18000
250,250,4/23/22,100,Ika Kusuma,F,24,13,1,CASH,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,CASH,0,12000
251,251,2/2/22,100,Ika Kusuma,F,24,4,2,CASH,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,CASH,0,18000
252,252,6/18/22,61,Reza Wijaya,M,28,4,2,CASH,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,CASH,0,18000
253,253,6/11/22,27,Adit Prabowo,M,42,15,3,QRIS-OVO,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
254,254,5/10/22,64,Ina Rosita,F,24,5,1,CASH,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,CASH,0,9000
255,255,1/14/22,21,Guntur Wijaya,M,28,14,1,QRIS-DANA,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
256,256,1/28/22,80,Niken Kusuma,F,24,16,3,CASH,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,CASH,0,36000
257,257,4/11/22,3,Daniel Santoso,M,31,17,2,QRIS-DANA,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
258,258,3/26/22,34,Indah Kurnia,F,26,8,1,QRIS-OTHERS,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
259,259,2/22/22,39,Ilham Pratama,M,41,10,3,CASH,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,36000,CASH,0,36000
260,260,6/27/22,24,Mila Rosita,F,24,10,2,QRIS-DANA,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
261,261,7/20/22,56,Devi Indriani,F,32,16,1,CASH,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,CASH,0,12000
262,262,5/14/22,15,Roni Hartanto,M,37,4,3,QRIS-DANA,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,QRIS,1350,25650
263,263,1/5/22,81,Ricky Wijaya,M,28,5,1,QRIS-OVO,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
264,264,2/28/22,67,Prima Prabowo,M,42,7,1,QRIS-OVO,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
265,265,2/25/22,91,Andri Nugroho,M,38,18,3,CASH,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,36000,CASH,0,36000
266,266,6/30/22,11,Adi Nugroho,M,38,12,1,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
267,267,8/16/22,64,Ina Rosita,F,24,6,3,QRIS-OVO,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,QRIS,1350,25650
268,268,6/6/22,99,Bambang Pratama,M,41,13,1,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
269,269,5/11/22,6,Rini Susanti,F,29,12,2,QRIS-GOPAY,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
270,270,5/26/22,35,Rizky Hartanto,M,37,2,1,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
271,271,5/26/22,63,Agung Santoso,M,33,11,3,QRIS-OTHERS,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,36000,QRIS,1800,34200
272,272,7/18/22,27,Adit Prabowo,M,42,16,2,QRIS-DANA,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,QRIS,1200,22800
273,273,5/29/22,63,Agung Santoso,M,33,3,3,QRIS-DANA,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
274,274,1/6/22,21,Guntur Wijaya,M,28,10,1,QRIS-DANA,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
275,275,1/10/22,1,Andi Wijaya,M,25,4,2,QRIS-GOPAY,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,QRIS,900,17100
276,276,6/7/22,25,Fajar Setiawan,M,35,7,3,QRIS-DANA,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
277,277,8/29/22,92,Lia Wulandari,F,30,9,1,QRIS-DANA,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,QRIS,450,8550
278,278,1/22/22,94,Ayu Kurnia,F,26,15,3,QRIS-DANA,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
279,279,2/23/22,33,Reza Putra,M,34,13,2,CASH,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,CASH,0,24000
280,280,4/27/22,39,Ilham Pratama,M,41,18,3,QRIS-GOPAY,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,36000,QRIS,1800,34200
281,281,5/17/22,64,Ina Rosita,F,24,5,3,QRIS-GOPAY,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
282,282,1/18/22,84,Ana Rosita,F,24,14,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
283,283,5/3/22,24,Mila Rosita,F,24,3,2,CASH,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,CASH,0,24000
284,284,8/18/22,9,Iwan Surya,M,33,12,3,QRIS-GOPAY,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,36000,QRIS,1800,34200
285,285,7/23/22,27,Adit Prabowo,M,42,15,3,CASH,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,CASH,0,36000
286,286,7/24/22,23,Ridwan Santoso,M,33,3,3,QRIS-DANA,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
287,287,5/29/22,93,Heru Putra,M,34,12,2,QRIS-OTHERS,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
288,288,2/8/22,68,Putri Lestari,F,27,6,2,QRIS-OVO,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
289,289,2/25/22,24,Mila Rosita,F,24,16,1,QRIS-GOPAY,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
290,290,3/22/22,80,Niken Kusuma,F,24,18,1,QRIS-OTHERS,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,12000,QRIS,600,11400
291,291,1/23/22,19,Budi Pratama,M,41,7,3,QRIS-OTHERS,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
292,292,4/27/22,48,Wulan Lestari,F,27,5,1,QRIS-DANA,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
293,293,3/3/22,79,Fahri Pratama,M,41,12,2,CASH,Delivery,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,CASH,0,24000
294,294,8/23/22,28,Nur Lestari,F,27,17,3,QRIS-DANA,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
295,295,2/22/22,59,Deni Pratama,M,41,1,2,QRIS-GOPAY,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
296,296,3/6/22,13,Wahyu Putra,M,34,2,3,QRIS-DANA,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
297,297,4/23/22,30,Vita Sari,F,22,8,1,QRIS-DANA,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
298,298,8/30/22,75,Irvan Hartanto,M,37,3,2,QRIS-OVO,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
299,299,3/27/22,44,Mira Rosita,F,24,11,1,CASH,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,12000,CASH,0,12000
300,300,5/31/22,37,Irwan Susanto,M,29,8,3,QRIS-DANA,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
301,301,2/20/22,6,Rini Susanti,F,29,14,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
302,302,1/8/22,47,Hendra Prabowo,M,42,13,3,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
303,303,2/7/22,9,Iwan Surya,M,33,3,3,QRIS-SHOPEEPAY,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
304,304,7/1/22,95,Aldi Hartanto,M,37,2,3,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
305,305,4/24/22,37,Irwan Susanto,M,29,16,3,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,QRIS,1800,34200
306,306,7/8/22,87,Ismail Prabowo,M,42,8,3,QRIS-GOPAY,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
307,307,6/13/22,82,Tika Rahmawati,F,31,6,2,QRIS-GOPAY,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
308,308,5/3/22,3,Daniel Santoso,M,31,15,3,CASH,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,CASH,0,36000
309,309,7/23/22,83,Bayu Santoso,M,33,8,1,QRIS-GOPAY,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
310,310,3/25/22,61,Reza Wijaya,M,28,10,3,QRIS-SHOPEEPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
311,311,2/12/22,89,Feri Surya,M,33,2,2,QRIS-OTHERS,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,24000,QRIS,1200,22800
312,312,7/24/22,21,Guntur Wijaya,M,28,9,3,QRIS-DANA,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,27000,QRIS,1350,25650
313,313,2/7/22,9,Iwan Surya,M,33,10,1,QRIS-DANA,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
314,314,1/14/22,16,Susi Indriani,F,32,13,1,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
315,315,7/12/22,82,Tika Rahmawati,F,31,9,1,CASH,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,CASH,0,9000
316,316,6/22/22,49,Dedi Surya,M,33,3,3,QRIS-DANA,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
317,317,2/4/22,22,Erni Rahmawati,F,31,5,1,QRIS-DANA,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
318,318,6/22/22,74,Mei Kurnia,F,26,7,1,QRIS-GOPAY,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
319,319,6/6/22,79,Fahri Pratama,M,41,7,2,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
